faruq_1.wav,faruq,1,0,-1.00003489933e-08,-1.00001074088e-08,-1.00000789871e-08,-9.9999475367e-09,-9.99997240569e-09,-9.99991556228e-09,-9.999998829e-09,-1.00000034919e-08,-1.00000061565e-08,-9.99998306384e-09,-1.00000256964e-08,-1.00000101533e-08,-9.99999105744e-09
faruq_1.wav,faruq,1,1,-1.00003489933e-08,-1.00001074088e-08,-1.00000789871e-08,-9.9999475367e-09,-9.99997240569e-09,-9.99991556228e-09,-9.999998829e-09,-1.00000034919e-08,-1.00000061565e-08,-9.99998306384e-09,-1.00000256964e-08,-1.00000101533e-08,-9.99999105744e-09
faruq_1.wav,faruq,1,2,-1.00003489933e-08,-1.00001074088e-08,-1.00000789871e-08,-9.9999475367e-09,-9.99997240569e-09,-9.99991556228e-09,-9.999998829e-09,-1.00000034919e-08,-1.00000061565e-08,-9.99998306384e-09,-1.00000256964e-08,-1.00000101533e-08,-9.99999105744e-09
faruq_1.wav,faruq,1,3,-1.00003489933e-08,-1.00001074088e-08,-1.00000789871e-08,-9.9999475367e-09,-9.99997240569e-09,-9.99991556228e-09,-9.999998829e-09,-1.00000034919e-08,-1.00000061565e-08,-9.99998306384e-09,-1.00000256964e-08,-1.00000101533e-08,-9.99999105744e-09
faruq_1.wav,faruq,1,4,-1.00003489933e-08,-1.00001074088e-08,-1.00000789871e-08,-9.9999475367e-09,-9.99997240569e-09,-9.99991556228e-09,-9.999998829e-09,-1.00000034919e-08,-1.00000061565e-08,-9.99998306384e-09,-1.00000256964e-08,-1.00000101533e-08,-9.99999105744e-09
faruq_1.wav,faruq,1,5,-1.00003489933e-08,-1.00001074088e-08,-1.00000789871e-08,-9.9999475367e-09,-9.99997240569e-09,-9.99991556228e-09,-9.999998829e-09,-1.00000034919e-08,-1.00000061565e-08,-9.99998306384e-09,-1.00000256964e-08,-1.00000101533e-08,-9.99999105744e-09
faruq_1.wav,faruq,1,6,-1.00003489933e-08,-1.00001074088e-08,-1.00000789871e-08,-9.9999475367e-09,-9.99997240569e-09,-9.99991556228e-09,-9.999998829e-09,-1.00000034919e-08,-1.00000061565e-08,-9.99998306384e-09,-1.00000256964e-08,-1.00000101533e-08,-9.99999105744e-09
faruq_1.wav,faruq,1,7,-1.00003489933e-08,-1.00001074088e-08,-1.00000789871e-08,-9.9999475367e-09,-9.99997240569e-09,-9.99991556228e-09,-9.999998829e-09,-1.00000034919e-08,-1.00000061565e-08,-9.99998306384e-09,-1.00000256964e-08,-1.00000101533e-08,-9.99999105744e-09
faruq_1.wav,faruq,1,8,-1.00003489933e-08,-1.00001074088e-08,-1.00000789871e-08,-9.9999475367e-09,-9.99997240569e-09,-9.99991556228e-09,-9.999998829e-09,-1.00000034919e-08,-1.00000061565e-08,-9.99998306384e-09,-1.00000256964e-08,-1.00000101533e-08,-9.99999105744e-09
faruq_1.wav,faruq,1,9,-1.00003489933e-08,-1.00001074088e-08,-1.00000789871e-08,-9.9999475367e-09,-9.99997240569e-09,-9.99991556228e-09,-9.999998829e-09,-1.00000034919e-08,-1.00000061565e-08,-9.99998306384e-09,-1.00000256964e-08,-1.00000101533e-08,-9.99999105744e-09
faruq_1.wav,faruq,1,10,-1.00003489933e-08,-1.00001074088e-08,-1.00000789871e-08,-9.9999475367e-09,-9.99997240569e-09,-9.99991556228e-09,-9.999998829e-09,-1.00000034919e-08,-1.00000061565e-08,-9.99998306384e-09,-1.00000256964e-08,-1.00000101533e-08,-9.99999105744e-09
faruq_1.wav,faruq,1,11,-1.00003489933e-08,-1.00001074088e-08,-1.00000789871e-08,-9.9999475367e-09,-9.99997240569e-09,-9.99991556228e-09,-9.999998829e-09,-1.00000034919e-08,-1.00000061565e-08,-9.99998306384e-09,-1.00000256964e-08,-1.00000101533e-08,-9.99999105744e-09
faruq_1.wav,faruq,1,12,-1.00003489933e-08,-1.00001074088e-08,-1.00000789871e-08,-9.9999475367e-09,-9.99997240569e-09,-9.99991556228e-09,-9.999998829e-09,-1.00000034919e-08,-1.00000061565e-08,-9.99998306384e-09,-1.00000256964e-08,-1.00000101533e-08,-9.99999105744e-09
faruq_1.wav,faruq,1,13,-1.00003489933e-08,-1.00001074088e-08,-1.00000789871e-08,-9.9999475367e-09,-9.99997240569e-09,-9.99991556228e-09,-9.999998829e-09,-1.00000034919e-08,-1.00000061565e-08,-9.99998306384e-09,-1.00000256964e-08,-1.00000101533e-08,-9.99999105744e-09
faruq_1.wav,faruq,1,14,-1.00003489933e-08,-1.00001074088e-08,-1.00000789871e-08,-9.9999475367e-09,-9.99997240569e-09,-9.99991556228e-09,-9.999998829e-09,-1.00000034919e-08,-1.00000061565e-08,-9.99998306384e-09,-1.00000256964e-08,-1.00000101533e-08,-9.99999105744e-09
